Comunidades y ciudades autónomas de residencia;Sexo;Edad;Total
Galicia;Hombres;De 60 a 64 años;14
Galicia;Hombres;De 65 a 69 años;20
Galicia;Hombres;De 70 a 74 años;14
Galicia;Hombres;De 75 a 79 años;20
Galicia;Hombres;De 80 a 84 años;15
Galicia;Hombres;De 85 a 89 años;12
Galicia;Hombres;De 90 a 94 años;5
Galicia;Hombres;De 95 años y más;3
Galicia;Mujeres;Todas las edades;72
Galicia;Mujeres;Menores de 15 años;0
Galicia;Mujeres;De 15 a 29 años;8
Galicia;Mujeres;De 30 a 39 años;5
Galicia;Mujeres;De 40 a 44 años;6
Galicia;Mujeres;De 45 a 49 años;9
Galicia;Mujeres;De 50 a 54 años;7
Galicia;Mujeres;De 55 a 59 años;8
Galicia;Mujeres;De 60 a 64 años;4
Galicia;Mujeres;De 65 a 69 años;5
Galicia;Mujeres;De 70 a 74 años;6
Galicia;Mujeres;De 75 a 79 años;1
Galicia;Mujeres;De 80 a 84 años;7
Galicia;Mujeres;De 85 a 89 años;3
Galicia;Mujeres;De 90 a 94 años;3
Galicia;Mujeres;De 95 años y más;0
Madrid, Comunidad de;Ambos sexos;Todas las edades;350
Madrid, Comunidad de;Ambos sexos;Menores de 15 años;0
Madrid, Comunidad de;Ambos sexos;De 15 a 29 años;39
Madrid, Comunidad de;Ambos sexos;De 30 a 39 años;48
Madrid, Comunidad de;Ambos sexos;De 40 a 44 años;33
Madrid, Comunidad de;Ambos sexos;De 45 a 49 años;37
Madrid, Comunidad de;Ambos sexos;De 50 a 54 años;36
Madrid, Comunidad de;Ambos sexos;De 55 a 59 años;33
Madrid, Comunidad de;Ambos sexos;De 60 a 64 años;27
Madrid, Comunidad de;Ambos sexos;De 65 a 69 años;19
Madrid, Comunidad de;Ambos sexos;De 70 a 74 años;20
Madrid, Comunidad de;Ambos sexos;De 75 a 79 años;26
Madrid, Comunidad de;Ambos sexos;De 80 a 84 años;12
Madrid, Comunidad de;Ambos sexos;De 85 a 89 años;16
Madrid, Comunidad de;Ambos sexos;De 90 a 94 años;4
Madrid, Comunidad de;Ambos sexos;De 95 años y más;0
Madrid, Comunidad de;Hombres;Todas las edades;245
Madrid, Comunidad de;Hombres;Menores de 15 años;0
Madrid, Comunidad de;Hombres;De 15 a 29 años;29
Madrid, Comunidad de;Hombres;De 30 a 39 años;37
Madrid, Comunidad de;Hombres;De 40 a 44 años;27
Madrid, Comunidad de;Hombres;De 45 a 49 años;28
Madrid, Comunidad de;Hombres;De 50 a 54 años;20
Madrid, Comunidad de;Hombres;De 55 a 59 años;21
Madrid, Comunidad de;Hombres;De 60 a 64 años;16
Madrid, Comunidad de;Hombres;De 65 a 69 años;11
Madrid, Comunidad de;Hombres;De 70 a 74 años;14
Madrid, Comunidad de;Hombres;De 75 a 79 años;19
Madrid, Comunidad de;Hombres;De 80 a 84 años;7
Madrid, Comunidad de;Hombres;De 85 a 89 años;13
Madrid, Comunidad de;Hombres;De 90 a 94 años;3
Madrid, Comunidad de;Hombres;De 95 años y más;0
Madrid, Comunidad de;Mujeres;Todas las edades;105
Madrid, Comunidad de;Mujeres;Menores de 15 años;0
Madrid, Comunidad de;Mujeres;De 15 a 29 años;10
Madrid, Comunidad de;Mujeres;De 30 a 39 años;11
Madrid, Comunidad de;Mujeres;De 40 a 44 años;6
Madrid, Comunidad de;Mujeres;De 45 a 49 años;9
Madrid, Comunidad de;Mujeres;De 50 a 54 años;16
Madrid, Comunidad de;Mujeres;De 55 a 59 años;12
Madrid, Comunidad de;Mujeres;De 60 a 64 años;11
Madrid, Comunidad de;Mujeres;De 65 a 69 años;8
Madrid, Comunidad de;Mujeres;De 70 a 74 años;6
Madrid, Comunidad de;Mujeres;De 75 a 79 años;7
Madrid, Comunidad de;Mujeres;De 80 a 84 años;5
Madrid, Comunidad de;Mujeres;De 85 a 89 años;3
Madrid, Comunidad de;Mujeres;De 90 a 94 años;1
Madrid, Comunidad de;Mujeres;De 95 años y más;0
Murcia, Región de;Ambos sexos;Todas las edades;125
Murcia, Región de;Ambos sexos;Menores de 15 años;1
Murcia, Región de;Ambos sexos;De 15 a 29 años;12
Murcia, Región de;Ambos sexos;De 30 a 39 años;19
Murcia, Región de;Ambos sexos;De 40 a 44 años;17
Murcia, Región de;Ambos sexos;De 45 a 49 años;20
Murcia, Región de;Ambos sexos;De 50 a 54 años;11
Murcia, Región de;Ambos sexos;De 55 a 59 años;9
Murcia, Región de;Ambos sexos;De 60 a 64 años;7
Murcia, Región de;Ambos sexos;De 65 a 69 años;7
Murcia, Región de;Ambos sexos;De 70 a 74 años;2
Murcia, Región de;Ambos sexos;De 75 a 79 años;9
Murcia, Región de;Ambos sexos;De 80 a 84 años;6
Murcia, Región de;Ambos sexos;De 85 a 89 años;4
Murcia, Región de;Ambos sexos;De 90 a 94 años;1
Murcia, Región de;Ambos sexos;De 95 años y más;0
Murcia, Región de;Hombres;Todas las edades;101
Murcia, Región de;Hombres;Menores de 15 años;1
Murcia, Región de;Hombres;De 15 a 29 años;11
Murcia, Región de;Hombres;De 30 a 39 años;16
Murcia, Región de;Hombres;De 40 a 44 años;13
Murcia, Región de;Hombres;De 45 a 49 años;16
Murcia, Región de;Hombres;De 50 a 54 años;9
Murcia, Región de;Hombres;De 55 a 59 años;8
Murcia, Región de;Hombres;De 60 a 64 años;4
Murcia, Región de;Hombres;De 65 a 69 años;5
Murcia, Región de;Hombres;De 70 a 74 años;0
Murcia, Región de;Hombres;De 75 a 79 años;9
Murcia, Región de;Hombres;De 80 a 84 años;5
Murcia, Región de;Hombres;De 85 a 89 años;3
Murcia, Región de;Hombres;De 90 a 94 años;1
Murcia, Región de;Hombres;De 95 años y más;0
Murcia, Región de;Mujeres;Todas las edades;24
Murcia, Región de;Mujeres;Menores de 15 años;0
Murcia, Región de;Mujeres;De 15 a 29 años;1
Murcia, Región de;Mujeres;De 30 a 39 años;3
Murcia, Región de;Mujeres;De 40 a 44 años;4
Murcia, Región de;Mujeres;De 45 a 49 años;4
Murcia, Región de;Mujeres;De 50 a 54 años;2
Murcia, Región de;Mujeres;De 55 a 59 años;1
Murcia, Región de;Mujeres;De 60 a 64 años;3
Murcia, Región de;Mujeres;De 65 a 69 años;2
Murcia, Región de;Mujeres;De 70 a 74 años;2
Murcia, Región de;Mujeres;De 75 a 79 años;0
Murcia, Región de;Mujeres;De 80 a 84 años;1
Murcia, Región de;Mujeres;De 85 a 89 años;1
Murcia, Región de;Mujeres;De 90 a 94 años;0
Murcia, Región de;Mujeres;De 95 años y más;0
Navarra, Comunidad Foral de;Ambos sexos;Todas las edades;46
Navarra, Comunidad Foral de;Ambos sexos;Menores de 15 años;0
Navarra, Comunidad Foral de;Ambos sexos;De 15 a 29 años;8
Navarra, Comunidad Foral de;Ambos sexos;De 30 a 39 años;3
Navarra, Comunidad Foral de;Ambos sexos;De 40 a 44 años;8
Navarra, Comunidad Foral de;Ambos sexos;De 45 a 49 años;8
Navarra, Comunidad Foral de;Ambos sexos;De 50 a 54 años;3
Navarra, Comunidad Foral de;Ambos sexos;De 55 a 59 años;0
Navarra, Comunidad Foral de;Ambos sexos;De 60 a 64 años;1
Navarra, Comunidad Foral de;Ambos sexos;De 65 a 69 años;3
Navarra, Comunidad Foral de;Ambos sexos;De 70 a 74 años;2
Navarra, Comunidad Foral de;Ambos sexos;De 75 a 79 años;5
Navarra, Comunidad Foral de;Ambos sexos;De 80 a 84 años;3
Navarra, Comunidad Foral de;Ambos sexos;De 85 a 89 años;2
Navarra, Comunidad Foral de;Ambos sexos;De 90 a 94 años;0
Navarra, Comunidad Foral de;Ambos sexos;De 95 años y más;0
Navarra, Comunidad Foral de;Hombres;Todas las edades;34
Navarra, Comunidad Foral de;Hombres;Menores de 15 años;0
Navarra, Comunidad Foral de;Hombres;De 15 a 29 años;5
Navarra, Comunidad Foral de;Hombres;De 30 a 39 años;2
Navarra, Comunidad Foral de;Hombres;De 40 a 44 años;6
Navarra, Comunidad Foral de;Hombres;De 45 a 49 años;6
Navarra, Comunidad Foral de;Hombres;De 50 a 54 años;2
Navarra, Comunidad Foral de;Hombres;De 55 a 59 años;0
Navarra, Comunidad Foral de;Hombres;De 60 a 64 años;1
Navarra, Comunidad Foral de;Hombres;De 65 a 69 años;3
Navarra, Comunidad Foral de;Hombres;De 70 a 74 años;1
Navarra, Comunidad Foral de;Hombres;De 75 a 79 años;3
Navarra, Comunidad Foral de;Hombres;De 80 a 84 años;3
Navarra, Comunidad Foral de;Hombres;De 85 a 89 años;2
Navarra, Comunidad Foral de;Hombres;De 90 a 94 años;0
Navarra, Comunidad Foral de;Hombres;De 95 años y más;0
Navarra, Comunidad Foral de;Mujeres;Todas las edades;12
Navarra, Comunidad Foral de;Mujeres;Menores de 15 años;0
Navarra, Comunidad Foral de;Mujeres;De 15 a 29 años;3
Navarra, Comunidad Foral de;Mujeres;De 30 a 39 años;1
Navarra, Comunidad Foral de;Mujeres;De 40 a 44 años;2
Navarra, Comunidad Foral de;Mujeres;De 45 a 49 años;2
Navarra, Comunidad Foral de;Mujeres;De 50 a 54 años;1
Navarra, Comunidad Foral de;Mujeres;De 55 a 59 años;0
Navarra, Comunidad Foral de;Mujeres;De 60 a 64 años;0
Navarra, Comunidad Foral de;Mujeres;De 65 a 69 años;0
Navarra, Comunidad Foral de;Mujeres;De 70 a 74 años;1
Navarra, Comunidad Foral de;Mujeres;De 75 a 79 años;2
Navarra, Comunidad Foral de;Mujeres;De 80 a 84 años;0
Navarra, Comunidad Foral de;Mujeres;De 85 a 89 años;0
Navarra, Comunidad Foral de;Mujeres;De 90 a 94 años;0
Navarra, Comunidad Foral de;Mujeres;De 95 años y más;0
País Vasco;Ambos sexos;Todas las edades;137
País Vasco;Ambos sexos;Menores de 15 años;1
País Vasco;Ambos sexos;De 15 a 29 años;11
País Vasco;Ambos sexos;De 30 a 39 años;15
País Vasco;Ambos sexos;De 40 a 44 años;8
País Vasco;Ambos sexos;De 45 a 49 años;14
País Vasco;Ambos sexos;De 50 a 54 años;11
País Vasco;Ambos sexos;De 55 a 59 años;18
País Vasco;Ambos sexos;De 60 a 64 años;13
País Vasco;Ambos sexos;De 65 a 69 años;8
País Vasco;Ambos sexos;De 70 a 74 años;17
País Vasco;Ambos sexos;De 75 a 79 años;9
País Vasco;Ambos sexos;De 80 a 84 años;8
País Vasco;Ambos sexos;De 85 a 89 años;3
País Vasco;Ambos sexos;De 90 a 94 años;1
País Vasco;Ambos sexos;De 95 años y más;0
País Vasco;Hombres;Todas las edades;111
País Vasco;Hombres;Menores de 15 años;1
País Vasco;Hombres;De 15 a 29 años;8
País Vasco;Hombres;De 30 a 39 años;12
País Vasco;Hombres;De 40 a 44 años;7
País Vasco;Hombres;De 45 a 49 años;13
País Vasco;Hombres;De 50 a 54 años;8
País Vasco;Hombres;De 55 a 59 años;13
País Vasco;Hombres;De 60 a 64 años;9
País Vasco;Hombres;De 65 a 69 años;7
País Vasco;Hombres;De 70 a 74 años;15
País Vasco;Hombres;De 75 a 79 años;9
País Vasco;Hombres;De 80 a 84 años;5
País Vasco;Hombres;De 85 a 89 años;3
País Vasco;Hombres;De 90 a 94 años;1
País Vasco;Hombres;De 95 años y más;0
País Vasco;Mujeres;Todas las edades;26
País Vasco;Mujeres;Menores de 15 años;0
País Vasco;Mujeres;De 15 a 29 años;3
País Vasco;Mujeres;De 30 a 39 años;3
País Vasco;Mujeres;De 40 a 44 años;1
País Vasco;Mujeres;De 45 a 49 años;1
País Vasco;Mujeres;De 50 a 54 años;3
País Vasco;Mujeres;De 55 a 59 años;5
País Vasco;Mujeres;De 60 a 64 años;4
País Vasco;Mujeres;De 65 a 69 años;1
País Vasco;Mujeres;De 70 a 74 años;2
País Vasco;Mujeres;De 75 a 79 años;0
País Vasco;Mujeres;De 80 a 84 años;3
País Vasco;Mujeres;De 85 a 89 años;0
País Vasco;Mujeres;De 90 a 94 años;0
País Vasco;Mujeres;De 95 años y más;0
Rioja, La;Ambos sexos;Todas las edades;29
Rioja, La;Ambos sexos;Menores de 15 años;0
Rioja, La;Ambos sexos;De 15 a 29 años;2
Rioja, La;Ambos sexos;De 30 a 39 años;4
Rioja, La;Ambos sexos;De 40 a 44 años;1
Rioja, La;Ambos sexos;De 45 a 49 años;4
Rioja, La;Ambos sexos;De 50 a 54 años;0
Rioja, La;Ambos sexos;De 55 a 59 años;4
Rioja, La;Ambos sexos;De 60 a 64 años;2
Rioja, La;Ambos sexos;De 65 a 69 años;2
Rioja, La;Ambos sexos;De 70 a 74 años;5
Rioja, La;Ambos sexos;De 75 a 79 años;0
Rioja, La;Ambos sexos;De 80 a 84 años;4
Rioja, La;Ambos sexos;De 85 a 89 años;0
Rioja, La;Ambos sexos;De 90 a 94 años;1
Rioja, La;Ambos sexos;De 95 años y más;0
Rioja, La;Hombres;Todas las edades;20
Rioja, La;Hombres;Menores de 15 años;0
Rioja, La;Hombres;De 15 a 29 años;1
Rioja, La;Hombres;De 30 a 39 años;3
Rioja, La;Hombres;De 40 a 44 años;1
Rioja, La;Hombres;De 45 a 49 años;2
Rioja, La;Hombres;De 50 a 54 años;0
Rioja, La;Hombres;De 55 a 59 años;3
Rioja, La;Hombres;De 60 a 64 años;0
Rioja, La;Hombres;De 65 a 69 años;1
Rioja, La;Hombres;De 70 a 74 años;4
Rioja, La;Hombres;De 75 a 79 años;0
Rioja, La;Hombres;De 80 a 84 años;4
Rioja, La;Hombres;De 85 a 89 años;0
Rioja, La;Hombres;De 90 a 94 años;1
Rioja, La;Hombres;De 95 años y más;0
Rioja, La;Mujeres;Todas las edades;9
Rioja, La;Mujeres;Menores de 15 años;0
Rioja, La;Mujeres;De 15 a 29 años;1
Rioja, La;Mujeres;De 30 a 39 años;1
Rioja, La;Mujeres;De 40 a 44 años;0
Rioja, La;Mujeres;De 45 a 49 años;2
Rioja, La;Mujeres;De 50 a 54 años;0
Rioja, La;Mujeres;De 55 a 59 años;1
Rioja, La;Mujeres;De 60 a 64 años;2
Rioja, La;Mujeres;De 65 a 69 años;1
Rioja, La;Mujeres;De 70 a 74 años;1
Rioja, La;Mujeres;De 75 a 79 años;0
Rioja, La;Mujeres;De 80 a 84 años;0
Rioja, La;Mujeres;De 85 a 89 años;0
Rioja, La;Mujeres;De 90 a 94 años;0
Rioja, La;Mujeres;De 95 años y más;0
Ceuta;Ambos sexos;Todas las edades;4
Ceuta;Ambos sexos;Menores de 15 años;0
Ceuta;Ambos sexos;De 15 a 29 años;1
Ceuta;Ambos sexos;De 30 a 39 años;1
Ceuta;Ambos sexos;De 40 a 44 años;0
Ceuta;Ambos sexos;De 45 a 49 años;0
Ceuta;Ambos sexos;De 50 a 54 años;0
Ceuta;Ambos sexos;De 55 a 59 años;1
Ceuta;Ambos sexos;De 60 a 64 años;1
Ceuta;Ambos sexos;De 65 a 69 años;0
Ceuta;Ambos sexos;De 70 a 74 años;0
Ceuta;Ambos sexos;De 75 a 79 años;0
Ceuta;Ambos sexos;De 80 a 84 años;0
Ceuta;Ambos sexos;De 85 a 89 años;0
Ceuta;Ambos sexos;De 90 a 94 años;0
Ceuta;Ambos sexos;De 95 años y más;0
Ceuta;Hombres;Todas las edades;4
Ceuta;Hombres;Menores de 15 años;0
Ceuta;Hombres;De 15 a 29 años;1
Ceuta;Hombres;De 30 a 39 años;1
Ceuta;Hombres;De 40 a 44 años;0
Ceuta;Hombres;De 45 a 49 años;0
Ceuta;Hombres;De 50 a 54 años;0
Ceuta;Hombres;De 55 a 59 años;1
Ceuta;Hombres;De 60 a 64 años;1
Ceuta;Hombres;De 65 a 69 años;0
Ceuta;Hombres;De 70 a 74 años;0
Ceuta;Hombres;De 75 a 79 años;0
Ceuta;Hombres;De 80 a 84 años;0
Ceuta;Hombres;De 85 a 89 años;0
Ceuta;Hombres;De 90 a 94 años;0
Ceuta;Hombres;De 95 años y más;0
Ceuta;Mujeres;Todas las edades;0
Ceuta;Mujeres;Menores de 15 años;0
Ceuta;Mujeres;De 15 a 29 años;0
Ceuta;Mujeres;De 30 a 39 años;0
Ceuta;Mujeres;De 40 a 44 años;0
Ceuta;Mujeres;De 45 a 49 años;0
Ceuta;Mujeres;De 50 a 54 años;0
Ceuta;Mujeres;De 55 a 59 años;0
Ceuta;Mujeres;De 60 a 64 años;0
Ceuta;Mujeres;De 65 a 69 años;0
Ceuta;Mujeres;De 70 a 74 años;0
Ceuta;Mujeres;De 75 a 79 años;0
Ceuta;Mujeres;De 80 a 84 años;0
Ceuta;Mujeres;De 85 a 89 años;0
Ceuta;Mujeres;De 90 a 94 años;0
Ceuta;Mujeres;De 95 años y más;0
Melilla;Ambos sexos;Todas las edades;1
Melilla;Ambos sexos;Menores de 15 años;0
Melilla;Ambos sexos;De 15 a 29 años;0
Melilla;Ambos sexos;De 30 a 39 años;0
Melilla;Ambos sexos;De 40 a 44 años;0
Melilla;Ambos sexos;De 45 a 49 años;0
Melilla;Ambos sexos;De 50 a 54 años;0
Melilla;Ambos sexos;De 55 a 59 años;0
Melilla;Ambos sexos;De 60 a 64 años;1
Melilla;Ambos sexos;De 65 a 69 años;0
Melilla;Ambos sexos;De 70 a 74 años;0
Melilla;Ambos sexos;De 75 a 79 años;0
Melilla;Ambos sexos;De 80 a 84 años;0
Melilla;Ambos sexos;De 85 a 89 años;0
Melilla;Ambos sexos;De 90 a 94 años;0
Melilla;Ambos sexos;De 95 años y más;0
Melilla;Hombres;Todas las edades;1
Melilla;Hombres;Menores de 15 años;0
Melilla;Hombres;De 15 a 29 años;0
Melilla;Hombres;De 30 a 39 años;0
Melilla;Hombres;De 40 a 44 años;0
Melilla;Hombres;De 45 a 49 años;0
Melilla;Hombres;De 50 a 54 años;0
Melilla;Hombres;De 55 a 59 años;0
Melilla;Hombres;De 60 a 64 años;1
Melilla;Hombres;De 65 a 69 años;0
Melilla;Hombres;De 70 a 74 años;0
Melilla;Hombres;De 75 a 79 años;0
Melilla;Hombres;De 80 a 84 años;0
Melilla;Hombres;De 85 a 89 años;0
Melilla;Hombres;De 90 a 94 años;0
Melilla;Hombres;De 95 años y más;0
Melilla;Mujeres;Todas las edades;0
Melilla;Mujeres;Menores de 15 años;0
Melilla;Mujeres;De 15 a 29 años;0
Melilla;Mujeres;De 30 a 39 años;0
Melilla;Mujeres;De 40 a 44 años;0
Melilla;Mujeres;De 45 a 49 años;0
Melilla;Mujeres;De 50 a 54 años;0
Melilla;Mujeres;De 55 a 59 años;0
Melilla;Mujeres;De 60 a 64 años;0
Melilla;Mujeres;De 65 a 69 años;0
Melilla;Mujeres;De 70 a 74 años;0
Melilla;Mujeres;De 75 a 79 años;0
Melilla;Mujeres;De 80 a 84 años;0
Melilla;Mujeres;De 85 a 89 años;0
Melilla;Mujeres;De 90 a 94 años;0
Melilla;Mujeres;De 95 años y más;0
